"Sr.No","Round ▲▼","Institute ▲▼","PG Program ▲▼","Group ▲▼","Category ▲▼","Max GATE Score ▲▼","Min GATE Score ▲▼"
"9705","Special Round 2","Indian Institute of Information Technology, Design and Manufacturing, Kurnool","Computer Science & Engineering","Group 1","SC","295","295"
"9706","Special Round 2","Indian Institute of Information Technology, Pune","Computer Science & Engineering","Group 1","OBC-NCL","473","456"
"9707","Special Round 2","Indian Institute of Information Technology, Pune","Computer Science & Engineering","Group 1","EWS","443","443"
"9708","Special Round 2","Indian Institute of Information Technology, Pune","Computer Science & Engineering","Group 1","OPEN","542","536"
"9709","Special Round 2","International Institute of Information Technology, Naya Raipur","Computer Science & Engineering","Group 1","OBC-NCL","406","406"
"9710","Special Round 2","Indian Institute of Information Technology Tiruchirappalli","Computer Science & Engineering","Group 1","OBC-NCL","418","410"
"9711","Special Round 2","Indian Institute of Information Technology Tiruchirappalli","Computer Science & Engineering","Group 1","EWS","410","406"
"9712","Special Round 2","Indian Institute of Information Technology Tiruchirappalli","Computer Science & Engineering","Group 1","OPEN","446","427"
"9713","Special Round 2","Indian Institute of Information Technology Tiruchirappalli","Computer Science & Engineering","Group 1","SC","295","291"
"9714","Special Round 2","Indian Institute of Information Technology, Design and Manufacturing, Kurnool","Computer Science & Engineering","Group 1","OBC-NCL","368","364"
"9715","Special Round 2","Indian Institute of Engineering Science and Technology, Shibpur, District Howrah","Computer Science & Engineering","Group 1","OBC-NCL","433","427"
"9716","Special Round 2","Indian Institute of Engineering Science and Technology, Shibpur, District Howrah","Computer Science & Engineering","Group 1","EWS","499","499"
"9717","Special Round 2","Indian Institute of Engineering Science and Technology, Shibpur, District Howrah","Computer Science & Engineering","Group 1","OPEN","535","522"
"9718","Special Round 2","Sardar Vallabhbhai National Institute of Technology, Surat","Computer Science & Engineering","Group 1","OPEN","592","585"
"9719","Special Round 2","Sardar Vallabhbhai National Institute of Technology, Surat","Computer Science & Engineering","Group 1","SC","410","402"
"9720","Special Round 2","Visvesvaraya National Institute of Technology, Nagpur","Computer Science & Engineering","Group 1","OBC-NCL","579","572"
"9721","Special Round 2","Visvesvaraya National Institute of Technology, Nagpur","Computer Science & Engineering","Group 1","EWS","579","579"
"9722","Special Round 2","Visvesvaraya National Institute of Technology, Nagpur","Computer Science & Engineering","Group 1","OPEN","605","602"
"9723","Special Round 2","Visvesvaraya National Institute of Technology, Nagpur","Computer Science & Engineering","Group 1","SC","443","443"
"9724","Special Round 2","National Institute of Technology, Warangal","Computer Science & Engineering","Group 1","OBC-NCL","694","691"
"9725","Special Round 2","National Institute of Technology, Warangal","Computer Science & Engineering","Group 1","EWS","727","727"
"9726","Special Round 2","National Institute of Technology, Warangal","Computer Science & Engineering","Group 1","OPEN","735","734"
"9727","Special Round 2","National Institute of Technology, Warangal","Computer Science & Engineering","Group 1","SC","543","542"
"9728","Special Round 2","Sardar Vallabhbhai National Institute of Technology, Surat","Computer Science & Engineering","Group 1","OBC-NCL","556","548"
"9729","Special Round 2","Sardar Vallabhbhai National Institute of Technology, Surat","Computer Science & Engineering","Group 1","EWS","552","549"
"9730","Special Round 2","National Institute of Technology, Tiruchirappalli","Computer Science & Engineering","Group 1","OPEN","744","739"
"9731","Special Round 2","National Institute of Technology, Tiruchirappalli","Computer Science & Engineering","Group 1","SC","552","552"
"9732","Special Round 2","National Institute of Technology, Silchar","Computer Science & Engineering","Group 1","ST","278","278"
"9733","Special Round 2","National Institute of Technology, Srinagar","Computer Science & Engineering","Group 1","OBC-NCL","393","384"
"9734","Special Round 2","National Institute of Technology, Srinagar","Computer Science & Engineering","Group 1","OPEN","446","425"
"9735","Special Round 2","National Institute of Technology, Srinagar","Computer Science & Engineering","Group 1","SC","311","309"
"9736","Special Round 2","National Institute of Technology, Tiruchirappalli","Computer Science & Engineering","Group 1","OBC-NCL","691","685"
"9737","Special Round 2","National Institute of Technology, Tiruchirappalli","Computer Science & Engineering","Group 1","EWS","731","718"
"9738","Special Round 2","National Institute of Technology Mizoram","Computer Science & Engineering","Group 1","EWS","327","327"
"9739","Special Round 2","National Institute of Technology Mizoram","Computer Science & Engineering","Group 1","OPEN","367","367"
"9740","Special Round 2","National Institute of Technology, Silchar","Computer Science & Engineering","Group 1","OBC-NCL","493","486"
"9741","Special Round 2","National Institute of Technology, Silchar","Computer Science & Engineering","Group 1","EWS","486","486"
"9742","Special Round 2","National Institute of Technology, Silchar","Computer Science & Engineering","Group 1","OPEN","527","526"
"9743","Special Round 2","National Institute of Technology, Silchar","Computer Science & Engineering","Group 1","SC","403","403"
"9744","Special Round 2","National Institute of Technology, Jamshedpur","Computer Science & Engineering","Group 1","SC","414","414"
"9745","Special Round 2","National Institute of Technology, Manipur","Computer Science & Engineering","Group 1","OBC-NCL","323","323"
"9746","Special Round 2","National Institute of Technology, Manipur","Computer Science & Engineering","Group 1","EWS","321","321"
"9747","Special Round 2","National Institute of Technology, Manipur","Computer Science & Engineering","Group 1","OPEN","364","364"
"9748","Special Round 2","National Institute of Technology, Manipur","Computer Science & Engineering","Group 1","SC","255","255"
"9749","Special Round 2","National Institute of Technology Mizoram","Computer Science & Engineering","Group 1","OBC-NCL","350","334"
"9750","Special Round 2","National Institute of Technology Arunachal Pradesh","Computer Science & Engineering","Group 1","OBC-NCL","357","350"
"9751","Special Round 2","National Institute of Technology Arunachal Pradesh","Computer Science & Engineering","Group 1","EWS","335","321"
"9752","Special Round 2","National Institute of Technology Arunachal Pradesh","Computer Science & Engineering","Group 1","OPEN","389","389"
"9753","Special Round 2","National Institute of Technology Arunachal Pradesh","Computer Science & Engineering","Group 1","SC","277","277"
"9754","Special Round 2","National Institute of Technology, Jamshedpur","Computer Science & Engineering","Group 1","OBC-NCL","552","539"
"9755","Special Round 2","National Institute of Technology, Jamshedpur","Computer Science & Engineering","Group 1","OPEN","589","589"
"9756","Special Round 2","National Institute of Technology Nagaland","Computer Science & Engineering","Group 1","OBC-NCL","330","327"
"9757","Special Round 2","National Institute of Technology Nagaland","Computer Science & Engineering","Group 1","EWS","360","360"
"9758","Special Round 2","National Institute of Technology Nagaland","Computer Science & Engineering","Group 1","OPEN","381","377"
"9759","Special Round 2","National Institute of Technology Nagaland","Computer Science & Engineering","Group 1","SC","256","255"
"9760","Special Round 2","National Institute of Technology Puducherry","Computer Science & Engineering","Group 1","OBC-NCL","479","479"
"9761","Special Round 2","National Institute of Technology Puducherry","Computer Science & Engineering","Group 1","OPEN","510","510"
"9762","Special Round 2","National Institute of Technology Karnataka, Surathkal","Computer Science & Engineering","Group 1","OPEN","722","722"
"9763","Special Round 2","National Institute of Technology Karnataka, Surathkal","Computer Science & Engineering","Group 1","SC","539","531"
"9764","Special Round 2","National Institute of Technology Meghalaya","Computer Science & Engineering","Group 1","OBC-NCL","373","370"
"9765","Special Round 2","National Institute of Technology Meghalaya","Computer Science & Engineering","Group 1","EWS","377","366"
"9766","Special Round 2","National Institute of Technology Meghalaya","Computer Science & Engineering","Group 1","OPEN","436","430"
"9767","Special Round 2","National Institute of Technology Meghalaya","Computer Science & Engineering","Group 1","SC","303","303"
"9768","Special Round 2","National Institute of Technology Hamirpur","Computer Science & Engineering","Group 1","OBC-NCL","496","489"
"9769","Special Round 2","National Institute of Technology Hamirpur","Computer Science & Engineering","Group 1","EWS","474","474"
"9770","Special Round 2","National Institute of Technology Hamirpur","Computer Science & Engineering","Group 1","OPEN","539","539"
"9771","Special Round 2","National Institute of Technology Hamirpur","Computer Science & Engineering","Group 1","SC","357","344"
"9772","Special Round 2","National Institute of Technology Karnataka, Surathkal","Computer Science & Engineering","Group 1","OBC-NCL","704","671"
"9773","Special Round 2","National Institute of Technology Karnataka, Surathkal","Computer Science & Engineering","Group 1","EWS","718","718"
"9774","Special Round 2","National Institute of Technology Durgapur","Computer Science & Engineering","Group 1","OBC-NCL","535","533"
"9775","Special Round 2","National Institute of Technology Durgapur","Computer Science & Engineering","Group 1","EWS","533","503"
"9776","Special Round 2","National Institute of Technology Durgapur","Computer Science & Engineering","Group 1","OPEN","572","562"
"9777","Special Round 2","National Institute of Technology Goa","Computer Science & Engineering","Group 1","OBC-NCL","464","456"
"9778","Special Round 2","National Institute of Technology Goa","Computer Science & Engineering","Group 1","OPEN","506","503"
"9779","Special Round 2","National Institute of Technology Goa","Computer Science & Engineering","Group 1","SC","373","373"
"9780","Special Round 2","National Institute of Technology Calicut","Computer Science & Engineering","Group 1","OPEN","672","656"
"9781","Special Round 2","National Institute of Technology Calicut","Computer Science & Engineering","Group 1","SC","473","473"
"9782","Special Round 2","National Institute of Technology Delhi","Computer Science & Engineering","Group 1","OBC-NCL","560","556"
"9783","Special Round 2","National Institute of Technology Delhi","Computer Science & Engineering","Group 1","OPEN","621","621"
"9784","Special Round 2","Malaviya National Institute of Technology Jaipur","Computer Science & Engineering","Group 1","SC","483","477"
"9785","Special Round 2","Motilal Nehru National Institute of Technology Allahabad","Computer Science & Engineering","Group 1","OBC-NCL","618","610"
"9786","Special Round 2","Motilal Nehru National Institute of Technology Allahabad","Computer Science & Engineering","Group 1","OPEN","658","656"
"9787","Special Round 2","Motilal Nehru National Institute of Technology Allahabad","Computer Science & Engineering","Group 1","SC","459","459"
"9788","Special Round 2","National Institute of Technology Calicut","Computer Science & Engineering","Group 1","OBC-NCL","625","618"
"9789","Special Round 2","National Institute of Technology Calicut","Computer Science & Engineering","Group 1","EWS","643","632"
"9790","Special Round 2","National Institute of Technology, Warangal","Computer Integrated Manufacturing","Group 1","OPEN","357","357"
"9791","Special Round 2","National Institute of Technology, Rourkela","Computer Science","Group 1","OBC-NCL","635","618"
"9792","Special Round 2","National Institute of Technology, Rourkela","Computer Science","Group 1","OPEN","671","665"
"9793","Special Round 2","Indian Institute of Information Technology, Lucknow","Computer Science","Group 1","OBC-NCL","499","481"
"9794","Special Round 2","University of Hyderabad","Computer Science","Group 1","EWS","370","370"
"9795","Special Round 2","University of Hyderabad","Computer Science","Group 1","OPEN","436","435"
"9796","Special Round 2","Indian Institute of Information Technology, Lucknow","Computer Science","Group 1","EWS","483","483"
"9797","Special Round 2","Indian Institute of Information Technology, Lucknow","Computer Science","Group 1","OPEN","549","534"
"9798","Special Round 2","Indian Institute of Information Technology, Lucknow","Computer Science","Group 1","SC","327","327"
"9799","Special Round 2","University of Hyderabad","Computer Science","Group 1","OBC-NCL","374","374"
"9800","Special Round 2","National Institute of Technology Delhi","Computer Science & Engineering (Analytics)","Group 1","OBC-NCL","534","523"
"9801","Special Round 2","National Institute of Technology Delhi","Computer Science & Engineering (Analytics)","Group 1","OPEN","593","583"
"9802","Special Round 2","Central University of Punjab, Bathinda, Punjab","Computer Science and Engineering (Cyber Security)","Group 1","OBC-NCL","323","323"
"9803","Special Round 2","Central University of Punjab, Bathinda, Punjab","Computer Science and Engineering (Cyber Security)","Group 1","OPEN","366","366"
"9804","Special Round 2","Indian Institute of Information Technology, Design and Manufacturing, Kurnool","Computer Science and Engineering (Cyber Security)","Group 1","OBC-NCL","335","335"
"9805","Special Round 2","Indian Institute of Information Technology, Design and Manufacturing, Kurnool","Computer Science and Engineering (Cyber Security)","Group 1","OPEN","408","407"
"9806","Special Round 2","Maulana Azad National Institute of Technology Bhopal","Computer Networking","Group 1","OBC-NCL","473","452"
"9807","Special Round 2","Maulana Azad National Institute of Technology Bhopal","Computer Networking","Group 1","EWS","448","423"
"9808","Special Round 2","Maulana Azad National Institute of Technology Bhopal","Computer Networking","Group 1","OPEN","498","489"
"9809","Special Round 2","National Institute of Technology Durgapur","Electrical Engineering (Instrumentation and Control)","Group 1","SC","253","253"
"9810","Special Round 2","Maulana Azad National Institute of Technology Bhopal","Smart Manufacturing","Group 1","OPEN","356","356"
"9811","Special Round 2","National Institute of Technology Durgapur","Artificial Intelligence & Data Science","Group 1","OBC-NCL","526","526"
"9812","Special Round 2","National Institute of Technology Durgapur","Artificial Intelligence & Data Science","Group 1","EWS","514","499"
"9813","Special Round 2","National Institute of Technology Durgapur","Artificial Intelligence & Data Science","Group 1","OPEN","568","561"
"9814","Special Round 2","Indian Institute of Information Technology, Design and Manufacturing, Kurnool","Artificial Intelligence & Data Science","Group 1","OBC-NCL","360","360"
"9815","Special Round 2","Indian Institute of Information Technology, Design and Manufacturing, Kurnool","Artificial Intelligence & Data Science","Group 1","EWS","377","377"
"9816","Special Round 2","Indian Institute of Information Technology, Design and Manufacturing, Kurnool","Artificial Intelligence & Data Science","Group 1","OPEN","413","413"
"9817","Special Round 2","Indian Institute of Information Technology, Bhagalpur, Bihar","Artificial Intelligence & Data Science","Group 1","OBC-NCL","397","397"
"9818","Special Round 2","Indian Institute of Information Technology, Bhagalpur, Bihar","Artificial Intelligence & Data Science","Group 1","OPEN","419","419"
"9819","Special Round 2","Indian Institute of Information Technology, Bhagalpur, Bihar","Artificial Intelligence & Data Science","Group 1","SC","260","260"
"9820","Special Round 2","Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune","Laser and Electro Optics","Group 1","OPEN","350","350"
"9821","Special Round 2","Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior","IC Design and Technology","Group 1","OBC-NCL","358","327"
"9822","Special Round 2","Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior","IC Design and Technology","Group 1","EWS","360","360"
"9823","Special Round 2","Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior","IC Design and Technology","Group 1","OPEN","385","370"
"9824","Special Round 2","National Institute of Technology, Warangal","Electronics and Communication Engineering - Embedded & Machine Learning Systems (EMLS)","Group 1","OBC-NCL","491","483"
"9825","Special Round 2","National Institute of Technology, Warangal","Electronics and Communication Engineering - Embedded & Machine Learning Systems (EMLS)","Group 1","EWS","502","499"
"9826","Special Round 2","National Institute of Technology, Warangal","Electronics and Communication Engineering - Embedded & Machine Learning Systems (EMLS)","Group 1","OPEN","522","514"
"9827","Special Round 2","National Institute of Technology, Warangal","Electronics and Communication Engineering - Embedded & Machine Learning Systems (EMLS)","Group 1","SC","362","362"
"9828","Special Round 2","Motilal Nehru National Institute of Technology Allahabad","M.Tech. in Cyber Physical System","Group 1","OBC-NCL","356","342"
"9829","Special Round 2","Motilal Nehru National Institute of Technology Allahabad","M.Tech. in Cyber Physical System","Group 1","EWS","364","354"
"9830","Special Round 2","Motilal Nehru National Institute of Technology Allahabad","M.Tech. in Cyber Physical System","Group 1","OPEN","440","435"
"9831","Special Round 2","Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior","Computer Science and Engineering","Group 1","OBC-NCL","486","486"
"9832","Special Round 2","Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior","Computer Science and Engineering","Group 1","OPEN","529","529"
"9833","Special Round 2","Dr. B R Ambedkar National Institute of Technology, Jalandhar","Machine Intelligence and Automation","Group 1","OBC-NCL","436","436"
"9834","Special Round 2","Dr. B R Ambedkar National Institute of Technology, Jalandhar","Machine Intelligence and Automation","Group 1","EWS","450","450"
"9835","Special Round 2","Dr. B R Ambedkar National Institute of Technology, Jalandhar","Machine Intelligence and Automation","Group 1","OPEN","481","479"
"9836","Special Round 2","Dr. B R Ambedkar National Institute of Technology, Jalandhar","Machine Intelligence and Automation","Group 1","SC","338","338"
"9837","Special Round 2","Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mathematics and Computing","Group 1","OBC-NCL","417","410"
"9838","Special Round 2","Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mathematics and Computing","Group 1","EWS","410","410"
"9839","Special Round 2","Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mathematics and Computing","Group 1","OPEN","460","448"
"9840","Special Round 2","Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mathematics and Computing","Group 1","SC","298","298"
"9841","Special Round 2","National Institute of Technology, Jamshedpur","VLSI and Embedded Systems Engineering","Group 1","EWS","405","405"
"9842","Special Round 2","National Institute of Technology, Jamshedpur","VLSI and Embedded Systems Engineering","Group 1","OPEN","475","459"
"9843","Special Round 2","National Institute of Technology, Jamshedpur","Data Science and Engineering","Group 1","OBC-NCL","516","514"
"9844","Special Round 2","National Institute of Technology, Jamshedpur","Data Science and Engineering","Group 1","EWS","518","518"
"9845","Special Round 2","National Institute of Technology, Jamshedpur","Data Science and Engineering","Group 1","OPEN","556","549"
"9846","Special Round 2","National Institute of Technology, Jamshedpur","Data Science and Engineering","Group 1","SC","381","373"
"9847","Special Round 2","National Institute of Technology Uttarakhand","Power Electronics & Electric Vehicle","Group 1","SC","235","235"
"9848","Special Round 2","National Institute of Technology Raipur","M.Tech in Power System & Power Electronics","Group 1","SC","255","255"
"9849","Special Round 2","National Institute of Technology Raipur","M.Tech in Power System & Power Electronics","Group 2","SC","255","255"
"9850","Special Round 2","Indian Institute of Information Technology, Bhopal","M.Tech in Artificial Intelligence","Group 1","OBC-NCL","381","370"
"9851","Special Round 2","Indian Institute of Information Technology, Bhopal","M.Tech in Artificial Intelligence","Group 1","OPEN","446","443"
"9852","Special Round 2","Indian Institute of Information Technology, Bhopal","M.Tech in Artificial Intelligence","Group 1","SC","289","284"
"9853","Special Round 2","Indian Institute of Information Technology, Bhopal","M.Tech in Data Science","Group 1","OBC-NCL","370","364"
"9854","Special Round 2","Indian Institute of Information Technology, Bhopal","M.Tech in Data Science","Group 1","EWS","364","364"
"9855","Special Round 2","Indian Institute of Information Technology, Bhopal","M.Tech in Data Science","Group 1","OPEN","433","426"
"9856","Special Round 2","Indian Institute of Information Technology, Bhopal","M.Tech in Cyber Physical System","Group 1","OBC-NCL","354","327"
"9857","Special Round 2","Indian Institute of Information Technology, Bhopal","M.Tech in Cyber Physical System","Group 1","EWS","323","323"
"9858","Special Round 2","Indian Institute of Information Technology, Bhopal","M.Tech in Cyber Physical System","Group 1","OPEN","403","389"
"9859","Special Round 2","Indian Institute of Information Technology, Bhopal","M.Tech in Cyber Physical System","Group 1","SC","261","261"
"9860","Special Round 2","National Institute of Technology, Rourkela","RF and Microwave systems","Group 1","OBC-NCL","432","432"
"9861","Special Round 2","National Institute of Technology, Rourkela","RF and Microwave systems","Group 2","OBC-NCL","420","420"
"9862","Special Round 2","National Institute of Technology, Rourkela","RF and Microwave systems","Group 3","OBC-NCL","414","414"
"9863","Special Round 2","National Institute of Technology, Rourkela","RF and Microwave systems","Group 2","OPEN","444","444"
"9864","Special Round 2","National Institute of Technology, Rourkela","RF and Microwave systems","Group 3","OPEN","430","416"
"9865","Special Round 2","National Institute of Technology, Rourkela","RF and Microwave systems","Group 2","SC","340","295"
"9866","Special Round 2","National Institute of Technology Sikkim","M.Tech in Artificial Intelligence and Machine Learning","Group 1","OBC-NCL","377","377"
"9867","Special Round 2","National Institute of Technology Sikkim","M.Tech in Artificial Intelligence and Machine Learning","Group 1","OPEN","423","423"
"9868","Special Round 2","National Institute of Technology Sikkim","M.Tech in VLSI and Embedded Systems","Group 1","SC","237","237"
"9869","Special Round 2","Indian Institute of Information Technology (IIIT) Surat","Electronics and Communication Engineering (VLSI)","Group 1","SC","252","252"
"9870","Special Round 2","National Institute of Technology, Silchar","Power Electronics and Drives","Group 1","SC","249","249"
"9871","Special Round 2","Indian Institute of Space Science and Technology, Thiruvananthapuram","Aerodynamics and Flight Mechanics","Group 1","OBC-NCL","380","359"
"9872","Special Round 2","Indian Institute of Space Science and Technology, Thiruvananthapuram","Aerodynamics and Flight Mechanics","Group 1","OPEN","432","421"
"9873","Special Round 2","Indian Institute of Space Science and Technology, Thiruvananthapuram","Structures and Design","Group 1","OBC-NCL","378","355"
"9874","Special Round 2","Indian Institute of Space Science and Technology, Thiruvananthapuram","Structures and Design","Group 1","OPEN","404","404"
"9875","Special Round 2","Indian Institute of Space Science and Technology, Thiruvananthapuram","Thermal and Propulsion","Group 1","OBC-NCL","359","359"
"9876","Special Round 2","Indian Institute of Space Science and Technology, Thiruvananthapuram","Thermal and Propulsion","Group 1","EWS","314","314"
"9877","Special Round 2","Indian Institute of Space Science and Technology, Thiruvananthapuram","Thermal and Propulsion","Group 1","OPEN","425","425"
"9878","Special Round 2","Indian Institute of Space Science and Technology, Thiruvananthapuram","Digital Signal Processing","Group 1","OBC-NCL","374","342"
"9879","Special Round 2","Indian Institute of Space Science and Technology, Thiruvananthapuram","Digital Signal Processing","Group 1","OPEN","436","436"
"9880","Special Round 2","Indian Institute of Space Science and Technology, Thiruvananthapuram","RF and Microwave Engineering","Group 1","SC","256","246"
"9881","Special Round 2","Indian Institute of Space Science and Technology, Thiruvananthapuram","VLSI and Microsystems","Group 1","OBC-NCL","422","422"
"9882","Special Round 2","Indian Institute of Space Science and Technology, Thiruvananthapuram","VLSI and Microsystems","Group 1","EWS","370","370"
"9883","Special Round 2","Indian Institute of Space Science and Technology, Thiruvananthapuram","VLSI and Microsystems","Group 1","OPEN","452","440"
"9884","Special Round 2","Indian Institute of Space Science and Technology, Thiruvananthapuram","Optical Engineering","Group 1","OPEN","354","354"
"9885","Special Round 2","Indian Institute of Space Science and Technology, Thiruvananthapuram","Optical Engineering","Group 1","SC","233","233"
"9886","Special Round 2","Indian Institute of Space Science and Technology, Thiruvananthapuram","Quantum Technology","Group 1","OBC-NCL","327","327"
"9887","Special Round 2","Indian Institute of Space Science and Technology, Thiruvananthapuram","Quantum Technology","Group 1","EWS","370","370"
"9888","Special Round 2","National Institute of Technology, Rourkela","Mechanical Systems Design and Control","Group 2","OBC-NCL","404","404"
"9889","Special Round 2","National Institute of Technology, Rourkela","Mechanical Systems Design and Control","Group 3","OBC-NCL","338","335"
"9890","Special Round 2","National Institute of Technology, Rourkela","Mechanical Systems Design and Control","Group 2","OPEN","477","477"
"9891","Special Round 2","National Institute of Technology, Rourkela","Mechanical Systems Design and Control","Group 3","OPEN","397","380"
"9892","Special Round 2","National Institute of Technology Karnataka, Surathkal","POWER ELECTRONICS AND CONTROL","Group 1","OBC-NCL","488","480"
"9893","Special Round 2","National Institute of Technology Karnataka, Surathkal","POWER ELECTRONICS AND CONTROL","Group 1","OPEN","523","523"
"9894","Special Round 2","National Institute of Technology Karnataka, Surathkal","POWER ELECTRONICS AND CONTROL","Group 1","SC","378","336"
"9895","Special Round 2","Sardar Vallabhbhai National Institute of Technology, Surat","Control and Automation","Group 1","SC","252","252"
"9896","Special Round 2","National Institute of Technology Delhi","Civil and Infrastructure Engineering","Group 1","OBC-NCL","332","332"
"9897","Special Round 2","Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune","Electronics and Communication Engineering (Signal Processing and AI)","Group 1","OPEN","398","398"
"9898","Special Round 2","Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune","Electronics and Communication Engineering (Semiconductor Chip Design)","Group 1","OBC-NCL","335","335"
"9899","Special Round 2","Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune","Electronics and Communication Engineering (Semiconductor Chip Design)","Group 1","OPEN","393","389"
"9900","Special Round 2","National Institute of Technology Durgapur","AI and Data Analytics in Process Engg","Group 1","OBC-NCL","477","459"
"9901","Special Round 2","National Institute of Technology Durgapur","AI and Data Analytics in Process Engg","Group 1","EWS","481","481"
"9902","Special Round 2","National Institute of Technology Durgapur","AI and Data Analytics in Process Engg","Group 1","OPEN","499","493"
"9903","Special Round 2","National Institute of Technology Durgapur","AI and Data Analytics in Process Engg","Group 1","ST","269","269"
"9904","Special Round 2","National Institute of Technology Durgapur","Robotics & Artificial Intelligence","Group 1","SC","281","281"
"9905","Special Round 2","Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior","Autonomous Systems and Machine Intelligence","Group 1","OPEN","431","428"
"9906","Special Round 2","Maulana Azad National Institute of Technology Bhopal","M Tech (Infrastructure Engineering and Construction Management)","Group 1","SC","256","256"
"9907","Special Round 2","National Institute of Electronics and Information Technology, Calicut","Electronics Design technology","Group 1","OPEN","373","350"
"9908","Special Round 2","National Institute of Technology, Warangal","Automobile Engineering","Group 1","OPEN","366","366"
"9909","Special Round 2","National Institute of Electronics and Information Technology, Calicut","Electronics Design technology","Group 1","SC","261","261"
"9910","Special Round 2","Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacturing Jabalpur","Artificial Intelligence and Machine Learning","Group 1","SC","324","324"
"9911","Special Round 2","Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacturing Jabalpur","Artificial Intelligence and Machine Learning","Group 1","OBC-NCL","436","427"
"9912","Special Round 2","Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacturing Jabalpur","Artificial Intelligence and Machine Learning","Group 1","EWS","420","420"
"9913","Special Round 2","Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacturing Jabalpur","Artificial Intelligence and Machine Learning","Group 1","OPEN","477","477"
"9914","Special Round 2","National Institute of Technology Uttarakhand","Artificial Intelligence and Machine Learning","Group 1","OBC-NCL","400","400"
"9915","Special Round 2","National Institute of Technology Uttarakhand","Artificial Intelligence and Machine Learning","Group 1","EWS","389","387"
"9916","Special Round 2","National Institute of Technology Uttarakhand","Artificial Intelligence and Machine Learning","Group 1","OPEN","439","432"
"9917","Special Round 2","National Institute of Technology Uttarakhand","Artificial Intelligence and Machine Learning","Group 1","SC","314","314"
"9918","Special Round 2","Central University of Punjab, Bathinda, Punjab","Computer Science & Technology","Group 1","OBC-NCL","328","323"
"9919","Special Round 2","Central University of Punjab, Bathinda, Punjab","Computer Science & Technology","Group 1","OPEN","360","354"
"9920","Special Round 2","National Institute of Technology Agartala","Cyber Security","Group 1","OBC-NCL","381","364"
"9921","Special Round 2","National Institute of Technology Agartala","Cyber Security","Group 1","OPEN","426","417"
"9922","Special Round 2","National Institute of Technology Agartala","Cyber Security","Group 1","SC","298","298"
"9923","Special Round 2","National Institute of Technology Patna","Cyber Security","Group 1","OBC-NCL","436","429"
"9924","Special Round 2","National Institute of Technology Patna","Cyber Security","Group 1","EWS","433","433"
"9925","Special Round 2","National Institute of Technology Patna","Cyber Security","Group 1","OPEN","460","448"
"9926","Special Round 2","National Institute of Technology Patna","Cyber Security","Group 1","SC","323","323"
"9927","Special Round 2","Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune","Cyber Security","Group 1","OBC-NCL","381","360"
"9928","Special Round 2","Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune","Cyber Security","Group 1","OPEN","469","456"
"9929","Special Round 2","Indian Institute of Information Technology, Design & Manufacturing Kancheepuram, Chennai","Computer Science and Engineering with Specialization in Data Science and Artificial Intelligence","Group 1","OBC-NCL","420","420"
"9930","Special Round 2","Indian Institute of Information Technology, Design & Manufacturing Kancheepuram, Chennai","Computer Science and Engineering with Specialization in Data Science and Artificial Intelligence","Group 1","SC","338","338"
"9931","Special Round 2","Indian Institute of Information Technology (IIIT) Surat","Computer Science and Engineering with Specialization in Data Science and Artificial Intelligence","Group 1","OBC-NCL","368","356"
"9932","Special Round 2","Indian Institute of Information Technology (IIIT) Surat","Computer Science and Engineering with Specialization in Data Science and Artificial Intelligence","Group 2","OBC-NCL","354","354"
"9933","Special Round 2","Indian Institute of Information Technology (IIIT) Surat","Computer Science and Engineering with Specialization in Data Science and Artificial Intelligence","Group 1","EWS","357","357"
"9934","Special Round 2","Indian Institute of Information Technology (IIIT) Surat","Computer Science and Engineering with Specialization in Data Science and Artificial Intelligence","Group 1","OPEN","435","426"
"9935","Special Round 2","Indian Institute of Information Technology (IIIT) Surat","Computer Science and Engineering with Specialization in Data Science and Artificial Intelligence","Group 2","OPEN","423","418"
"9936","Special Round 2","Indian Institute of Information Technology (IIIT) Surat","Computer Science and Engineering with Specialization in Data Science and Artificial Intelligence","Group 1","SC","301","301"
"9937","Special Round 2","Indian Institute of Information Technology, Design & Manufacturing Kancheepuram, Chennai","Electronics and Communication Engineering with Specialization in Microelectronics and VLSI Systems","Group 1","OBC-NCL","362","362"
